74,75,76,77,78,79,80,81,82,83,84,85
91,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0
81,82,83,84,85,86,87,0,0,0,0,0
77,78,79,80,81,0,0,0,0,0,0,0
78,79,80,81,82,83,84,0,0,0,0,0
73,74,75,76,77,78,79,80,81,82,83,0
84,85,86,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0
81,82,83,84,85,0,0,0,0,0,0,0
76,77,78,0,0,0,0,0,0,0,0,0
78,79,80,81,82,0,0,0,0,0,0,0
82,83,84,85,86,87,88,89,90,91,92,0
80,81,82,0,0,0,0,0,0,0,0,0
79,80,81,82,83,84,85,86,87,88,89,0
96,97,98,99,100,101,102,0,0,0,0,0
84,85,86,87,88,0,0,0,0,0,0,0
72,73,74,75,76,77,78,79,80,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0
84,85,86,87,88,89,90,91,92,93,94,95
80,81,82,83,84,85,86,87,88,89,90,91
87,88,89,90,91,0,0,0,0,0,0,0
82,83,84,85,86,87,88,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0
83,84,85,86,87,88,89,90,91,92,93,94
76,77,78,79,80,81,82,83,84,85,86,87
75,0,0,0,0,0,0,0,0,0,0,0
79,80,81,82,83,84,85,86,87,88,89,90
73,74,75,0,0,0,0,0,0,0,0,0
76,77,78,79,80,81,82,83,84,85,86,87
77,78,79,80,81,82,83,0,0,0,0,0
78,79,80,81,82,83,84,85,86,87,88,89
79,0,0,0,0,0,0,0,0,0,0,0
84,85,86,0,0,0,0,0,0,0,0,0
76,77,78,79,80,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0
82,83,84,85,86,87,88,89,90,0,0,0
92,93,94,0,0,0,0,0,0,0,0,0
89,90,91,92,93,94,95,96,97,98,99,0
78,79,80,81,82,83,84,85,86,0,0,0
75,76,77,78,79,80,81,82,83,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0
74,75,76,77,78,79,80,81,82,83,84,85
87,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0
87,88,89,90,91,92,93,94,95,0,0,0
74,75,76,77,78,79,80,81,82,83,84,85
79,0,0,0,0,0,0,0,0,0,0,0
78,79,80,81,82,83,84,85,86,0,0,0
73,74,75,76,77,0,0,0,0,0,0,0
73,74,75,76,77,0,0,0,0,0,0,0
74,75,76,77,78,79,80,81,82,83,84,85
73,74,75,76,77,78,79,80,81,82,83,84
75,76,77,0,0,0,0,0,0,0,0,0
79,80,81,82,83,84,85,86,87,88,89,90
82,83,84,85,86,87,88,89,90,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0
83,84,85,0,0,0,0,0,0,0,0,0
76,77,78,79,80,81,82,83,84,85,86,87
72,73,74,75,76,77,78,79,80,81,82,83
75,0,0,0,0,0,0,0,0,0,0,0
78,79,80,81,82,83,84,0,0,0,0,0
74,75,76,77,78,79,80,81,82,83,84,85
80,0,0,0,0,0,0,0,0,0,0,0
85,86,87,88,89,90,91,92,93,0,0,0
76,77,78,79,80,81,82,83,84,85,86,87
88,89,90,91,92,0,0,0,0,0,0,0
77,78,79,80,81,82,83,0,0,0,0,0
97,98,99,0,0,0,0,0,0,0,0,0
76,77,78,79,80,81,82,83,84,85,86,87
81,82,83,84,85,86,87,88,89,0,0,0
85,86,87,88,89,90,91,92,93,94,95,96
78,79,80,81,82,83,84,85,86,0,0,0
88,89,90,91,92,93,94,0,0,0,0,0
80,81,82,83,84,85,86,87,88,0,0,0
78,79,80,81,82,83,84,85,86,87,88,89
77,78,79,80,81,82,83,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0
90,91,92,93,94,0,0,0,0,0,0,0
74,75,76,77,78,79,80,0,0,0,0,0
84,85,86,0,0,0,0,0,0,0,0,0
79,80,81,82,83,84,85,86,87,88,89,90
82,83,84,85,86,87,88,0,0,0,0,0
78,79,80,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0
81,82,83,84,85,0,0,0,0,0,0,0
85,86,87,88,89,0,0,0,0,0,0,0
73,74,75,76,77,78,79,80,81,82,83,84
81,82,83,0,0,0,0,0,0,0,0,0
79,80,81,82,83,84,85,86,87,88,89,90
84,85,86,87,88,89,90,91,92,93,94,95
78,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0
84,85,86,87,88,0,0,0,0,0,0,0
81,82,83,84,85,86,87,88,89,90,91,0
82,83,84,85,86,87,88,89,90,91,92,93
86,87,88,0,0,0,0,0,0,0,0,0
72,73,74,75,76,77,78,0,0,0,0,0
86,87,88,89,90,0,0,0,0,0,0,0
87,88,89,0,0,0,0,0,0,0,0,0
80,81,82,83,84,85,86,0,0,0,0,0
94,95,96,0,0,0,0,0,0,0,0,0
86,87,88,0,0,0,0,0,0,0,0,0
76,77,78,79,80,81,82,83,84,85,86,87
81,82,83,84,85,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0
75,76,77,78,79,80,81,0,0,0,0,0
73,74,75,76,77,0,0,0,0,0,0,0
77,78,79,0,0,0,0,0,0,0,0,0
80,81,82,83,84,85,86,87,88,89,90,91
80,81,82,0,0,0,0,0,0,0,0,0
74,75,76,77,78,79,80,81,82,83,84,0
73,74,75,76,77,78,79,80,81,82,83,84
89,90,91,0,0,0,0,0,0,0,0,0
82,83,84,85,86,0,0,0,0,0,0,0
78,79,80,0,0,0,0,0,0,0,0,0
86,87,88,89,90,0,0,0,0,0,0,0
77,78,79,80,81,0,0,0,0,0,0,0
76,77,78,0,0,0,0,0,0,0,0,0
78,79,80,81,82,0,0,0,0,0,0,0
92,93,94,95,96,0,0,0,0,0,0,0
84,85,86,0,0,0,0,0,0,0,0,0
75,76,77,78,79,80,81,82,83,84,85,86
95,96,97,98,99,0,0,0,0,0,0,0
81,82,83,84,85,86,87,88,89,90,91,92
77,78,79,0,0,0,0,0,0,0,0,0
98,99,100,0,0,0,0,0,0,0,0,0
74,75,76,77,78,79,80,81,82,83,84,85
87,0,0,0,0,0,0,0,0,0,0,0
73,74,75,76,77,78,79,80,81,0,0,0
76,77,78,0,0,0,0,0,0,0,0,0
81,82,83,84,85,86,87,88,89,0,0,0
89,90,91,92,93,0,0,0,0,0,0,0
75,76,77,78,79,80,81,82,83,0,0,0
82,83,84,85,86,87,88,89,90,91,92,93
86,0,0,0,0,0,0,0,0,0,0,0
75,76,77,78,79,0,0,0,0,0,0,0
86,87,88,0,0,0,0,0,0,0,0,0
79,80,81,0,0,0,0,0,0,0,0,0
76,77,78,79,80,81,82,83,84,85,86,87
85,86,87,0,0,0,0,0,0,0,0,0
83,84,85,86,87,0,0,0,0,0,0,0
74,75,76,0,0,0,0,0,0,0,0,0
82,83,84,0,0,0,0,0,0,0,0,0
77,78,79,0,0,0,0,0,0,0,0,0
88,89,90,91,92,93,94,95,96,0,0,0
84,85,86,87,88,89,90,91,92,0,0,0
83,84,85,0,0,0,0,0,0,0,0,0
75,76,77,78,79,80,81,82,83,0,0,0
79,80,81,0,0,0,0,0,0,0,0,0
72,73,74,75,76,77,78,79,80,81,82,83
80,0,0,0,0,0,0,0,0,0,0,0
86,87,88,89,90,0,0,0,0,0,0,0
74,75,76,77,78,79,80,81,82,0,0,0
81,82,83,84,85,86,87,88,89,90,91,92
78,79,80,81,82,83,84,85,86,87,88,89
76,0,0,0,0,0,0,0,0,0,0,0
79,80,81,82,83,84,85,86,87,88,89,90
74,75,76,77,78,79,80,81,82,83,84,85
90,0,0,0,0,0,0,0,0,0,0,0
74,75,76,77,78,79,80,0,0,0,0,0
74,75,76,77,78,79,80,81,82,83,84,85
81,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0
80,81,82,83,84,85,86,87,88,89,90,91
86,87,88,89,90,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0
74,75,76,77,78,0,0,0,0,0,0,0
74,75,76,0,0,0,0,0,0,0,0,0
84,85,86,87,88,89,90,91,92,93,94,95
83,84,85,86,87,0,0,0,0,0,0,0
79,80,81,82,83,84,85,86,87,88,89,90
84,85,86,0,0,0,0,0,0,0,0,0
76,77,78,79,80,81,82,83,84,85,86,87
73,74,75,0,0,0,0,0,0,0,0,0
79,80,81,82,83,84,85,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0
83,84,85,0,0,0,0,0,0,0,0,0
86,87,88,89,90,91,92,93,94,0,0,0
83,84,85,0,0,0,0,0,0,0,0,0
86,87,88,0,0,0,0,0,0,0,0,0
75,76,77,78,79,80,81,82,83,84,85,86
76,77,78,79,80,81,82,83,84,85,86,87
83,84,85,86,87,88,89,90,91,92,93,94
86,87,88,0,0,0,0,0,0,0,0,0
